"HplID";"Hpl_Wgs84North";"Hpl_Wgs84East";"Hpl_SwerefEast";"Hpl_SwerefNorth";"KommunNamn";"LanNamn";"TatortKod";"TatortNamn";"Befolkning2018";"TatortTyp"
"779617";59,9508402612075;17,8221954051283;657617,227468131;6649297,53437255;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779618";59,9510604277823;17,8183602499527;657402,079316453;6649312,9090623;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780585";59,952308242404;17,8077491470089;656803,802977869;6649426,59566174;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779619";59,9564537185358;17,7930681515141;655964,755867714;6649853,28958898;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780604";59,9577789307104;17,7867380195918;655605,205862127;6649985,88224868;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780611";59,9639795477408;17,7677329794856;654515,537589428;6650631,47925062;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779623";60,0268505631053;17,9845855149562;666300,676431085;6658154,84931068;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780945";60,0352774404577;17,9750186325975;665725,627622317;6659068,67551367;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779622";60,0418370681282;17,9774413495506;665827,628814058;6659804,79223694;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780942";60,0452115811371;17,9731570184458;665572,22189895;6660169,61259875;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780949";60,0224964522005;17,9899857676217;666623,366191174;6657683,86717223;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779459";60,0166406338554;18,0192128172992;668281,128395967;6657106,18845595;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779461";60,0006379655078;17,9662062781665;665407,97732347;6655191,47438662;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780156";59,9509420016111;17,9026455521345;662107,912384309;6649503,23636693;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780584";59,9503345576247;17,9125955100923;662666,339914376;6649460,05102016;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779602";59,9487515471572;17,9351378752101;663932,58634811;6649339,50718758;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780581";59,9467953529351;17,9780227540866;666336,517090124;6649228,82901829;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780580";59,946423814658;17,9880216376732;666896,617633685;6649212,65909752;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780586";59,9484096451453;18,0197273499538;668656,642493769;6649514,06150117;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780594";59,9498971010134;18,0343082237293;669463,033590224;6649716,85691039;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780597";59,9511336151083;18,0466537347885;670145,854543424;6649886,15198844;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779603";59,9515936072661;18,0512855396911;670402,04205272;6649949,26435456;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780605";59,9547805501426;18,0670951487794;671268,075525196;6650344,75541282;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780614";59,9585412453757;18,0792049744366;671924,480886228;6650794,68255412;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780605";59,9543611333477;18,0648465554608;671144,736116008;6650292,26060097;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780597";59,9512927834471;18,0473268390126;670182,611313598;6649905,59678576;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780594";59,9501935944099;18,0364225360476;669579,545610982;6649755,27069722;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780586";59,9483003323635;18,0176794839335;668542,873763477;6649496,67764604;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780580";59,9465280947044;17,9876884180231;666877,489706679;6649223,42408683;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780581";59,9469810826813;17,9760123395439;666223,346270238;6649244,44683414;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780584";59,9503007359477;17,9141506849002;662753,323808143;6649460,11130662;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780615";59,962430163797;17,9130770118018;662633,920812619;6650807,41761204;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780940";59,9623173579281;17,9178867612007;662902,882081645;6650806,69666471;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780946";59,958449945046;17,906486013597;662285,580070524;6650348,25233618;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780133";59,9523345705666;17,8952328957709;661687,318944157;6649640,08515889;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780107";59,9462720568526;17,8782778719457;660770,210707815;6648924,03391044;"Uppsala";"Uppsala län";"T0556";"Gåvsta";557;"Mindre tätort"
"780416";59,9513119491333;17,8792369529379;660799,33984664;6649487,28824287;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780133";59,9521173073506;17,8970451343155;661789,541522454;6649620,33473767;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780614";59,9608055431061;18,0775515306081;671820,478517474;6651042,3733464;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780503";59,9648735615529;18,0775256628984;671797,96365674;6651495,02338926;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779631";59,9763840516322;18,0618680411923;670864,995652771;6652735,44051023;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780662";59,9785466308837;18,0614239577237;670829,081065383;6652974,96239097;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779630";59,9823297898237;18,0612513347802;670799,957521298;6653395,53666696;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779629";59,9866144798167;18,0606289495488;670743,171951518;6653870,76440598;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780697";59,9881737230967;18,0560754268771;670481,243134972;6654032,54306271;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779628";59,992256667182;18,0578045210922;670556,634844425;6654491,38528914;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779626";60,0007501271016;18,0589018557823;670574,069608596;6655439,43848456;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780705";60,0029236126266;18,0604482116516;670649,058207591;6655685,31174278;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779625";60,0076892448771;18,0653095091947;670895,39495078;6656228,2251043;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779624";60,0145249256132;18,0641079974845;670793,170854833;6656985,85100101;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780754";60,0195183491814;18,0629956568636;670705,441882607;6657538,68795936;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780162";60,0231606385943;18,0679086203701;670960,299461882;6657956,72673712;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780772";60,0246965533186;18,0689286231794;671009,173874223;6658130,29384595;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"782131";60,0349698308909;18,0366450578916;669158,551379477;6659190,53747431;"Östhammar";"Uppsala län";NA;NA;NA;"Utanför tätort"
"782132";60,0370057601405;18,0351850075309;669066,848139408;6659413,38078499;"Östhammar";"Uppsala län";NA;NA;NA;"Utanför tätort"
"782135";60,0475375097226;18,0479599765647;669724,036297654;6660618,19506797;"Östhammar";"Uppsala län";NA;NA;NA;"Utanför tätort"
"782137";60,0588031202095;18,0692164990353;670848,879203127;6661926,70062339;"Östhammar";"Uppsala län";NA;NA;NA;"Utanför tätort"
"782018";60,0629062735378;18,0802210101648;671439,859654076;6662411,83146345;"Östhammar";"Uppsala län";"T0508";"Alunda";2629;"Medelstor tätort"
"779612";59,9360655233201;17,8866945325536;661289,71366146;6647808,56495021;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779612";59,9343737882548;17,8875010174761;661342,974938702;6647622,24728344;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780985";59,9281634983757;17,8946964896659;661775,107477651;6646948,63361063;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780981";59,9201375768147;17,8895243386493;661525,191280788;6646042,74914723;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780983";59,9047038094235;17,8917569586266;661725,019357588;6644330,48849444;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779610";59,9165487370796;17,9046420885226;662387,454659497;6645680,32065222;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780982";59,9126187494988;17,9061640858765;662491,720339436;6645246,6678704;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779437";59,9041352731661;17,9161926207899;663093,817645963;6644327,16638587;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779649";59,9196466188707;17,880802145301;661040,202567285;6645966,85273152;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780984";59,9232221355956;17,8663593493752;660215,927927137;6646329,7432867;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779596";59,9227211229338;17,85298601605;659471,134954117;6646241,68306627;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780877";59,9096064642521;17,842935604878;658972,305406708;6644757,87256977;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779609";59,9085146656647;17,8386317901938;658736,954389513;6644626,02884657;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779608";59,9031947793842;17,8412559111122;658909,06050765;6644040,23172987;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779607";59,8962938986835;17,842763722804;659026,352461209;6643275,79886189;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779411";59,8895870302977;17,8433358639421;659090,417703852;6642530,71389177;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779600";59,9525074848629;17,8785776835341;660756,745047841;6649618,74551634;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780870";59,9576844203235;17,8799573671731;660808,671278812;6650198,27484809;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780619";59,9686626273903;17,8801244050363;660764,778690902;6651420,52113137;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779643";59,9804202533792;17,8729588813753;660308,117661;6652711,72198662;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780915";59,9861364996704;17,8639614507531;659778,720736777;6653326,15637523;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780915";59,9867006789294;17,8629033847003;659716,997338263;6653386,39288466;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780680";59,990476460894;17,8602881986422;659552,979456526;6653800,31824934;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780916";59,9946979258606;17,8728457731517;660232,757421106;6654300,51786248;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780590";59,992800833613;17,8487824310228;658900,280470991;6654031,31723014;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780380";59,8033555905477;17,4521982582076;637568,088579026;6632056,67654748;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780387";59,8069259880031;17,458861113274;637927,009981123;6632467,96073549;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780394";59,8147324522924;17,4819034863538;639186,591691043;6633385,1045823;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779190";59,8182040603515;17,4961612542486;639971,364072018;6633801,57237431;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779189";59,8141048744361;17,5028519745132;640363,666570047;6633359,43635149;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779503";59,8098953175202;17,5152565643773;641076,905817102;6632917,20603891;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780980";59,8091161686907;17,5199396185956;641342,786680729;6632840,4573934;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780384";59,8061687136084;17,529768021436;641906,411442346;6632533,37839094;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779188";59,8032660936661;17,539543587696;642466,976684591;6632231,26078688;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779063";59,800182375091;17,5493793019941;643031,784062788;6631909,19838887;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780852";59,7933662147413;17,577740134355;644651,948314344;6631212,05234105;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779020";59,7917548265597;17,5820546028925;644900,96739676;6631042,11598321;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779058";59,7913062912969;17,584684930223;645050,47561491;6630997,94397949;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779052";59,7872895575821;17,5935547858964;645565,578714298;6630570,29570286;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779051";59,7863645842945;17,5975305134174;645792,680855438;6630476,07753762;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779501";59,7865005593491;17,6013849239457;646008,35139748;6630499,69726482;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779053";59,7883479416115;17,6067920879873;646303,646666603;6630717,24817832;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779056";59,7905306910826;17,6067137913791;646289,695041254;6630960,03117814;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779059";59,7927406823006;17,6053008977826;646200,756878736;6631202,90163789;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779500";59,7749595794316;17,5990558622614;645928,059837359;6629209,97164915;"Uppsala";"Uppsala län";"T0662";"Ytternäs och Vreta";809;"Mindre tätort"
"799481";59,7946271712679;17,4285204143446;636275,772393825;6631036,15913499;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780851";59,7952870594046;17,4201261442332;635802,18571994;6631092,38460676;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779488";59,7955100876581;17,4121737437415;635355,173847076;6631100,94325796;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780903";59,7910359964782;17,416108937809;635594,086962565;6630610,95167365;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779486";59,7888189105965;17,4153430965751;635560,116066468;6630362,58957984;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779487";59,7869863249908;17,4147027282064;635531,620058969;6630157,28523062;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780362";59,7891648183685;17,431746207834;636479,048708258;6630434,75628694;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780959";59,7991636711141;17,4485530098919;637380,897419955;6631582,49539829;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780960";59,8056592638499;17,4567847178108;637815,801281901;6632322,63693092;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780905";59,8228664063316;17,4952384707053;639900,085118874;6634318,60050735;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780371";59,7969287962736;17,4456282510002;637226,030197041;6631327,66290806;"Uppsala";"Uppsala län";"T0606";"Ramstalund";364;"Mindre tätort"
"780900";59,7937904587925;17,4568038970429;637865,868356407;6631001,5156274;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780900";59,7931026548695;17,4608136023706;638093,652019123;6630933,30134743;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779504";59,7930370909099;17,4681495602562;638505,470786831;6630941,31098664;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779505";59,788097161567;17,4873891038465;639605,447896031;6630431,79911019;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780899";59,787060742726;17,4954051301912;640059,554303208;6630333,34454951;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779483";59,7836665317652;17,5065955529637;640701,733966958;6629979,22966308;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780898";59,7800306344037;17,5211012572589;641531,116457055;6629605,39595306;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780340";59,7766787900618;17,5130594301668;641093,951957798;6629215,15504609;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779507";59,77530483703;17,5096242513717;640906,939056879;6629054,91183226;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779508";59,7708616834216;17,506780986415;640766,057924542;6628554,29823217;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779509";59,7678266214702;17,5054340078508;640703,215385289;6628213,60206598;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779509";59,7670801013234;17,5048442750072;640673,247539082;6628129,25441901;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779510";59,7645991981416;17,5029917967852;640579,673634026;6627849,17229047;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780309";59,76175008671;17,4990564753802;640370,675074687;6627523,69521466;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779511";59,7564160267604;17,4759921833493;639097,745823399;6626881,34026721;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780263";59,7467098685094;17,4852384799165;639657,537904701;6625820,36379123;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780260";59,7428699920574;17,4934413292877;640134,429931345;6625410,24676449;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"799003";59,7402855115142;17,503110971744;640688,568429199;6625143,04010347;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780082";59,7439415096776;17,5036520721769;640703,601904387;6625551,14105779;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780081";59,7462506656273;17,5125213210235;641192,148440585;6625827,02788538;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780274";59,7524186725217;17,509740018306;641009,905968104;6626507,67492194;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780054";59,7589899499349;17,4860683726317;639652,890753932;6627189,0310205;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780289";59,7573370122725;17,4910568572165;639939,943054832;6627015,5578235;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780282";59,7552504777691;17,4997240301468;640435,445613218;6626801,62825864;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780053";59,7537361099621;17,4721041727495;638890,515553789;6626574,88160626;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780278";59,754684117441;17,4574542108221;638063,772086482;6626649,81002198;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780052";59,754089986441;17,4518557367222;637751,781754287;6626572,03087886;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780299";59,7597590929103;17,4327728221416;636656,809959738;6627163,59053136;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780049";59,7626616452416;17,4252789488022;636224,156112849;6627471,2642775;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780308";59,7625078004925;17,42537828461;636230,360676896;6627454,34323433;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780048";59,7707091624232;17,4096116651132;635311,836823079;6628334,98763527;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780047";59,7790111625445;17,4178801089658;635742,29901904;6629276,03045181;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"799481";59,794601791524;17,4283944817601;636268,811354576;6631033,07506242;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780857";59,7943884135718;17,4391082623377;636870,708156231;6631031,39971185;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780904";59,7961227554224;17,4112590047184;635301,377790216;6631167,27491327;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779490";59,8016093985842;17,3993352459067;634610,384067513;6631753,74462899;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779490";59,8027941373036;17,3978771929741;634523,833133976;6631882,66458443;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779490";59,8037587850372;17,3968005750525;634459,566276377;6631987,86063395;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779489";59,8056749921851;17,3920091663198;634183,146021846;6632191,45432713;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779491";59,8074234137333;17,3907021763793;634102,826290749;6632383,43689136;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779492";59,8102451928587;17,3859883985524;633827,176826982;6632688,01871867;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780390";59,8118980635685;17,384409051873;633731,996173882;6632868,82262461;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779493";59,8080372897227;17,3806979368864;633539,35793339;6632431,56934095;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780901";59,7724774267488;17,3948492840757;634475,980760437;6628501,78424108;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779495";59,7553844488207;17,4336989116013;636726,695846074;6626678,54013323;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779496";59,7543438031105;17,4124748414971;635538,879334203;6626519,12459791;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779497";59,7530062506679;17,4080515789467;635295,850446703;6626361,20111193;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779498";59,7530772255046;17,4036959202879;635050,913012094;6626360,22201813;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780902";59,7524019623746;17,400158718489;634854,955446886;6626277,85555267;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779499";59,7546324019725;17,396866539959;634661,057031109;6626519,44698654;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"781341";59,7663916400261;17,3873159449213;634077,49065546;6627809,08038394;"Enköping";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780464";59,8777817866931;17,1965554411785;622955,447892232;6639839,12825707;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780035";59,8670444737966;17,1932151960396;622808,112183375;6638637,59911136;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779542";59,8627380815531;17,1852712643532;622379,223597153;6638143,48581869;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780034";59,8592526075318;17,1803437773632;622116,117180798;6637746,37005901;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780108";59,8516667495259;17,1734645062492;621758,632794434;6636889,20747588;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780413";59,8423649525768;17,1856594057067;622475,807278151;6635876,16300003;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780108";59,8515945930041;17,1734972336907;621760,729397235;6636881,23477056;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779542";59,8627810793795;17,1854515417625;622389,159058613;6638148,6056649;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780034";59,8593386166467;17,1807042822706;622135,988102755;6637756,60973979;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780035";59,8670513800001;17,1934118563933;622819,095957019;6638638,73261036;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780464";59,8777926433719;17,19637731612;622945,439407809;6639840,00617707;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780479";59,8879554793431;17,2005530968182;623141,522706183;6640979,14316218;"Uppsala";"Uppsala län";"T0568";"Järlåsa";539;"Mindre tätort"
"780474";59,8859325545935;17,1991465454308;623070,313083677;6640751,3260719;"Uppsala";"Uppsala län";"T0568";"Järlåsa";539;"Mindre tätort"
"780157";59,8567388942797;17,4354343371538;636409,411029021;6637964,3612348;"Uppsala";"Uppsala län";"T0516";"Vänge";1293;"Medelstor tätort"
"780910";59,8638020781526;17,4290676965071;636024,075848876;6638737,5099499;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779540";59,8670192029135;17,4149063591771;635218,234425282;6639066,62892298;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779539";59,8693439652069;17,4097873777965;634922,271448233;6639314,97333321;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779538";59,8735288490388;17,4015428344714;634443,901766047;6639764,05449407;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779537";59,8738509740684;17,400147600381;634364,516058873;6639797,08084077;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779536";59,8762697744492;17,3953703500985;634087,41251139;6640056,65212302;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780854";59,8803336859483;17,3918851911725;633876,03287252;6640501,98497489;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779535";59,8843192591869;17,3896815405643;633736,712586552;6640941,19655142;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779534";59,8854582017428;17,3875386126145;633612,247049024;6641063,65504283;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780853";59,8864590828227;17,3864250572831;633545,931226868;6641172,82453428;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779533";59,8921392730395;17,3843900611677;633409,308076131;6641801,02920123;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780502";59,8980511876139;17,3907282831507;633740,066936791;6642471,91808645;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780908";59,8991102434754;17,2841136279868;627773,460094685;6642379,25695979;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779484";59,8940369505024;17,290606230443;628156,104346495;6641827,0366268;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779438";59,8905997554745;17,3087289158775;629183,116002055;6641479,62043725;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779653";59,8852259651261;17,2933748654647;628344,945303395;6640851,54613027;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"779485";59,8831803548055;17,2916759710991;628257,77758911;6640620,53406221;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780958";59,8764770379264;17,2592334993681;626468,011578575;6639811,91129112;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780466";59,878802569933;17,2713538647586;627137,431363122;6640094,00279495;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780457";59,8713358953591;17,3054492837619;629074,334632167;6639328,75521812;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780454";59,8695812284406;17,3144579200321;629585,389992229;6639151,0166428;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"780909";59,8660239869287;17,3310241921725;630526,615857161;6638787,55563663;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
